Date,Prod_Total,Consump_Total,US_inv,OECD_inv
4/6/15,97.3,97.66,1245,2860
5/6/15,97.3,97.66,1245,2860
6/6/15,97.3,97.66,1245,2860
7/6/15,97.3,97.66,1245,2860
8/6/15,97.3,97.66,1245,2860
9/6/15,97.3,97.66,1245,2860
10/6/15,97.3,97.66,1245,2860
11/6/15,97.3,97.66,1245,2860
12/6/15,97.3,97.66,1245,2860
13/6/15,97.3,97.66,1245,2860
14/6/15,97.3,97.66,1245,2860
15/6/15,97.3,97.66,1245,2860
16/6/15,97.3,97.66,1245,2860
17/6/15,97.3,97.66,1245,2860
18/6/15,97.3,97.66,1245,2860
19/6/15,97.3,97.66,1245,2860
20/6/15,97.3,97.66,1245,2860
21/6/15,97.3,97.66,1245,2860
22/6/15,97.3,97.66,1245,2860
23/6/15,97.3,97.66,1245,2860
24/6/15,97.3,97.66,1245,2860
25/6/15,97.3,97.66,1245,2860
26/6/15,97.3,97.66,1245,2860
27/6/15,97.3,97.66,1245,2860
28/6/15,97.3,97.66,1245,2860
29/6/15,97.3,97.66,1245,2860
30/6/15,97.3,97.66,1245,2860
1/7/15,97.97,97.69,1241,2868
2/7/15,97.97,97.69,1241,2868
3/7/15,97.97,97.69,1241,2868
4/7/15,97.97,97.69,1241,2868
5/7/15,97.97,97.69,1241,2868
6/7/15,97.97,97.69,1241,2868
7/7/15,97.97,97.69,1241,2868
8/7/15,97.97,97.69,1241,2868
9/7/15,97.97,97.69,1241,2868
10/7/15,97.97,97.69,1241,2868
11/7/15,97.97,97.69,1241,2868
12/7/15,97.97,97.69,1241,2868
13/7/15,97.97,97.69,1241,2868
14/7/15,97.97,97.69,1241,2868
15/7/15,97.97,97.69,1241,2868
16/7/15,97.97,97.69,1241,2868
17/7/15,97.97,97.69,1241,2868
18/7/15,97.97,97.69,1241,2868
19/7/15,97.97,97.69,1241,2868
20/7/15,97.97,97.69,1241,2868
21/7/15,97.97,97.69,1241,2868
22/7/15,97.97,97.69,1241,2868
23/7/15,97.97,97.69,1241,2868
24/7/15,97.97,97.69,1241,2868
25/7/15,97.97,97.69,1241,2868
26/7/15,97.97,97.69,1241,2868
27/7/15,97.97,97.69,1241,2868
28/7/15,97.97,97.69,1241,2868
29/7/15,97.97,97.69,1241,2868
30/7/15,97.97,97.69,1241,2868
31/7/15,97.97,97.69,1241,2868
1/8/15,97.79,96.07,1263,2929
2/8/15,97.79,96.07,1263,2929
3/8/15,97.79,96.07,1263,2929
4/8/15,97.79,96.07,1263,2929
5/8/15,97.79,96.07,1263,2929
6/8/15,97.79,96.07,1263,2929
7/8/15,97.79,96.07,1263,2929
8/8/15,97.79,96.07,1263,2929
9/8/15,97.79,96.07,1263,2929
10/8/15,97.79,96.07,1263,2929
11/8/15,97.79,96.07,1263,2929
12/8/15,97.79,96.07,1263,2929
13/8/15,97.79,96.07,1263,2929
14/8/15,97.79,96.07,1263,2929
15/8/15,97.79,96.07,1263,2929
16/8/15,97.79,96.07,1263,2929
17/8/15,97.79,96.07,1263,2929
18/8/15,97.79,96.07,1263,2929
19/8/15,97.79,96.07,1263,2929
20/8/15,97.79,96.07,1263,2929
21/8/15,97.79,96.07,1263,2929
22/8/15,97.79,96.07,1263,2929
23/8/15,97.79,96.07,1263,2929
24/8/15,97.79,96.07,1263,2929
25/8/15,97.79,96.07,1263,2929
26/8/15,97.79,96.07,1263,2929
27/8/15,97.79,96.07,1263,2929
28/8/15,97.79,96.07,1263,2929
29/8/15,97.79,96.07,1263,2929
30/8/15,97.79,96.07,1263,2929
31/8/15,97.79,96.07,1263,2929
1/9/15,97.55,97.38,1273,2935
2/9/15,97.55,97.38,1273,2935
3/9/15,97.55,97.38,1273,2935
4/9/15,97.55,97.38,1273,2935
5/9/15,97.55,97.38,1273,2935
6/9/15,97.55,97.38,1273,2935
7/9/15,97.55,97.38,1273,2935
8/9/15,97.55,97.38,1273,2935
9/9/15,97.55,97.38,1273,2935
10/9/15,97.55,97.38,1273,2935
11/9/15,97.55,97.38,1273,2935
12/9/15,97.55,97.38,1273,2935
13/9/15,97.55,97.38,1273,2935
14/9/15,97.55,97.38,1273,2935
15/9/15,97.55,97.38,1273,2935
16/9/15,97.55,97.38,1273,2935
17/9/15,97.55,97.38,1273,2935
18/9/15,97.55,97.38,1273,2935
19/9/15,97.55,97.38,1273,2935
20/9/15,97.55,97.38,1273,2935
21/9/15,97.55,97.38,1273,2935
22/9/15,97.55,97.38,1273,2935
23/9/15,97.55,97.38,1273,2935
24/9/15,97.55,97.38,1273,2935
25/9/15,97.55,97.38,1273,2935
26/9/15,97.55,97.38,1273,2935
27/9/15,97.55,97.38,1273,2935
28/9/15,97.55,97.38,1273,2935
29/9/15,97.55,97.38,1273,2935
30/9/15,97.55,97.38,1273,2935
1/10/15,97.76,95.56,1280,2937
2/10/15,97.76,95.56,1280,2937
3/10/15,97.76,95.56,1280,2937
4/10/15,97.76,95.56,1280,2937
5/10/15,97.76,95.56,1280,2937
6/10/15,97.76,95.56,1280,2937
7/10/15,97.76,95.56,1280,2937
8/10/15,97.76,95.56,1280,2937
9/10/15,97.76,95.56,1280,2937
10/10/15,97.76,95.56,1280,2937
11/10/15,97.76,95.56,1280,2937
12/10/15,97.76,95.56,1280,2937
13/10/15,97.76,95.56,1280,2937
14/10/15,97.76,95.56,1280,2937
15/10/15,97.76,95.56,1280,2937
16/10/15,97.76,95.56,1280,2937
17/10/15,97.76,95.56,1280,2937
18/10/15,97.76,95.56,1280,2937
19/10/15,97.76,95.56,1280,2937
20/10/15,97.76,95.56,1280,2937
21/10/15,97.76,95.56,1280,2937
22/10/15,97.76,95.56,1280,2937
23/10/15,97.76,95.56,1280,2937
24/10/15,97.76,95.56,1280,2937
25/10/15,97.76,95.56,1280,2937
26/10/15,97.76,95.56,1280,2937
27/10/15,97.76,95.56,1280,2937
28/10/15,97.76,95.56,1280,2937
29/10/15,97.76,95.56,1280,2937
30/10/15,97.76,95.56,1280,2937
31/10/15,97.76,95.56,1280,2937
1/11/15,98.05,95.02,1294,2955
2/11/15,98.05,95.02,1294,2955
3/11/15,98.05,95.02,1294,2955
4/11/15,98.05,95.02,1294,2955
5/11/15,98.05,95.02,1294,2955
6/11/15,98.05,95.02,1294,2955
7/11/15,98.05,95.02,1294,2955
8/11/15,98.05,95.02,1294,2955
9/11/15,98.05,95.02,1294,2955
10/11/15,98.05,95.02,1294,2955
11/11/15,98.05,95.02,1294,2955
12/11/15,98.05,95.02,1294,2955
13/11/15,98.05,95.02,1294,2955
14/11/15,98.05,95.02,1294,2955
15/11/15,98.05,95.02,1294,2955
16/11/15,98.05,95.02,1294,2955
17/11/15,98.05,95.02,1294,2955
18/11/15,98.05,95.02,1294,2955
19/11/15,98.05,95.02,1294,2955
20/11/15,98.05,95.02,1294,2955
21/11/15,98.05,95.02,1294,2955
22/11/15,98.05,95.02,1294,2955
23/11/15,98.05,95.02,1294,2955
24/11/15,98.05,95.02,1294,2955
25/11/15,98.05,95.02,1294,2955
26/11/15,98.05,95.02,1294,2955
27/11/15,98.05,95.02,1294,2955
28/11/15,98.05,95.02,1294,2955
29/11/15,98.05,95.02,1294,2955
30/11/15,98.05,95.02,1294,2955
1/12/15,98.01,98.81,1287,2970
2/12/15,98.01,98.81,1287,2970
3/12/15,98.01,98.81,1287,2970
4/12/15,98.01,98.81,1287,2970
5/12/15,98.01,98.81,1287,2970
6/12/15,98.01,98.81,1287,2970
7/12/15,98.01,98.81,1287,2970
8/12/15,98.01,98.81,1287,2970
9/12/15,98.01,98.81,1287,2970
10/12/15,98.01,98.81,1287,2970
11/12/15,98.01,98.81,1287,2970
12/12/15,98.01,98.81,1287,2970
13/12/15,98.01,98.81,1287,2970
14/12/15,98.01,98.81,1287,2970
15/12/15,98.01,98.81,1287,2970
16/12/15,98.01,98.81,1287,2970
17/12/15,98.01,98.81,1287,2970
18/12/15,98.01,98.81,1287,2970
19/12/15,98.01,98.81,1287,2970
20/12/15,98.01,98.81,1287,2970
21/12/15,98.01,98.81,1287,2970
22/12/15,98.01,98.81,1287,2970
23/12/15,98.01,98.81,1287,2970
24/12/15,98.01,98.81,1287,2970
25/12/15,98.01,98.81,1287,2970
26/12/15,98.01,98.81,1287,2970
27/12/15,98.01,98.81,1287,2970
28/12/15,98.01,98.81,1287,2970
29/12/15,98.01,98.81,1287,2970
30/12/15,98.01,98.81,1287,2970
31/12/15,98.01,98.81,1287,2970
1/1/16,97.84,93.12,1319,3029
2/1/16,97.84,93.12,1319,3029
3/1/16,97.84,93.12,1319,3029
4/1/16,97.84,93.12,1319,3029
5/1/16,97.84,93.12,1319,3029
6/1/16,97.84,93.12,1319,3029
7/1/16,97.84,93.12,1319,3029
8/1/16,97.84,93.12,1319,3029
9/1/16,97.84,93.12,1319,3029
10/1/16,97.84,93.12,1319,3029
11/1/16,97.84,93.12,1319,3029
12/1/16,97.84,93.12,1319,3029
13/1/16,97.84,93.12,1319,3029
14/1/16,97.84,93.12,1319,3029
15/1/16,97.84,93.12,1319,3029
16/1/16,97.84,93.12,1319,3029
17/1/16,97.84,93.12,1319,3029
18/1/16,97.84,93.12,1319,3029
19/1/16,97.84,93.12,1319,3029
20/1/16,97.84,93.12,1319,3029
21/1/16,97.84,93.12,1319,3029
22/1/16,97.84,93.12,1319,3029
23/1/16,97.84,93.12,1319,3029
24/1/16,97.84,93.12,1319,3029
25/1/16,97.84,93.12,1319,3029
26/1/16,97.84,93.12,1319,3029
27/1/16,97.84,93.12,1319,3029
28/1/16,97.84,93.12,1319,3029
29/1/16,97.84,93.12,1319,3029
30/1/16,97.84,93.12,1319,3029
31/1/16,97.84,93.12,1319,3029
1/2/16,96.98,98.16,1323,3033
2/2/16,96.98,98.16,1323,3033
3/2/16,96.98,98.16,1323,3033
4/2/16,96.98,98.16,1323,3033
5/2/16,96.98,98.16,1323,3033
6/2/16,96.98,98.16,1323,3033
7/2/16,96.98,98.16,1323,3033
8/2/16,96.98,98.16,1323,3033
9/2/16,96.98,98.16,1323,3033
10/2/16,96.98,98.16,1323,3033
11/2/16,96.98,98.16,1323,3033
12/2/16,96.98,98.16,1323,3033
13/2/16,96.98,98.16,1323,3033
14/2/16,96.98,98.16,1323,3033
15/2/16,96.98,98.16,1323,3033
16/2/16,96.98,98.16,1323,3033
17/2/16,96.98,98.16,1323,3033
18/2/16,96.98,98.16,1323,3033
19/2/16,96.98,98.16,1323,3033
20/2/16,96.98,98.16,1323,3033
21/2/16,96.98,98.16,1323,3033
22/2/16,96.98,98.16,1323,3033
23/2/16,96.98,98.16,1323,3033
24/2/16,96.98,98.16,1323,3033
25/2/16,96.98,98.16,1323,3033
26/2/16,96.98,98.16,1323,3033
27/2/16,96.98,98.16,1323,3033
28/2/16,96.98,98.16,1323,3033
29/2/16,96.98,98.16,1323,3033
1/3/16,97.14,97.15,1329,3023
2/3/16,97.14,97.15,1329,3023
3/3/16,97.14,97.15,1329,3023
4/3/16,97.14,97.15,1329,3023
5/3/16,97.14,97.15,1329,3023
6/3/16,97.14,97.15,1329,3023
7/3/16,97.14,97.15,1329,3023
8/3/16,97.14,97.15,1329,3023
9/3/16,97.14,97.15,1329,3023
10/3/16,97.14,97.15,1329,3023
11/3/16,97.14,97.15,1329,3023
12/3/16,97.14,97.15,1329,3023
13/3/16,97.14,97.15,1329,3023
14/3/16,97.14,97.15,1329,3023
15/3/16,97.14,97.15,1329,3023
16/3/16,97.14,97.15,1329,3023
17/3/16,97.14,97.15,1329,3023
18/3/16,97.14,97.15,1329,3023
19/3/16,97.14,97.15,1329,3023
20/3/16,97.14,97.15,1329,3023
21/3/16,97.14,97.15,1329,3023
22/3/16,97.14,97.15,1329,3023
23/3/16,97.14,97.15,1329,3023
24/3/16,97.14,97.15,1329,3023
25/3/16,97.14,97.15,1329,3023
26/3/16,97.14,97.15,1329,3023
27/3/16,97.14,97.15,1329,3023
28/3/16,97.14,97.15,1329,3023
29/3/16,97.14,97.15,1329,3023
30/3/16,97.14,97.15,1329,3023
31/3/16,97.14,97.15,1329,3023
1/4/16,96.83,96.72,1340,3033
2/4/16,96.83,96.72,1340,3033
3/4/16,96.83,96.72,1340,3033
4/4/16,96.83,96.72,1340,3033
5/4/16,96.83,96.72,1340,3033
6/4/16,96.83,96.72,1340,3033
7/4/16,96.83,96.72,1340,3033
8/4/16,96.83,96.72,1340,3033
9/4/16,96.83,96.72,1340,3033
10/4/16,96.83,96.72,1340,3033
11/4/16,96.83,96.72,1340,3033
12/4/16,96.83,96.72,1340,3033
13/4/16,96.83,96.72,1340,3033
14/4/16,96.83,96.72,1340,3033
15/4/16,96.83,96.72,1340,3033
16/4/16,96.83,96.72,1340,3033
17/4/16,96.83,96.72,1340,3033
18/4/16,96.83,96.72,1340,3033
19/4/16,96.83,96.72,1340,3033
20/4/16,96.83,96.72,1340,3033
21/4/16,96.83,96.72,1340,3033
22/4/16,96.83,96.72,1340,3033
23/4/16,96.83,96.72,1340,3033
24/4/16,96.83,96.72,1340,3033
25/4/16,96.83,96.72,1340,3033
26/4/16,96.83,96.72,1340,3033
27/4/16,96.83,96.72,1340,3033
28/4/16,96.83,96.72,1340,3033
29/4/16,96.83,96.72,1340,3033
30/4/16,96.83,96.72,1340,3033
1/5/16,96.35,96.12,1355,3059
2/5/16,96.35,96.12,1355,3059
3/5/16,96.35,96.12,1355,3059
4/5/16,96.35,96.12,1355,3059
5/5/16,96.35,96.12,1355,3059
6/5/16,96.35,96.12,1355,3059
7/5/16,96.35,96.12,1355,3059
8/5/16,96.35,96.12,1355,3059
9/5/16,96.35,96.12,1355,3059
10/5/16,96.35,96.12,1355,3059
11/5/16,96.35,96.12,1355,3059
12/5/16,96.35,96.12,1355,3059
13/5/16,96.35,96.12,1355,3059
14/5/16,96.35,96.12,1355,3059
15/5/16,96.35,96.12,1355,3059
16/5/16,96.35,96.12,1355,3059
17/5/16,96.35,96.12,1355,3059
18/5/16,96.35,96.12,1355,3059
19/5/16,96.35,96.12,1355,3059
20/5/16,96.35,96.12,1355,3059
21/5/16,96.35,96.12,1355,3059
22/5/16,96.35,96.12,1355,3059
23/5/16,96.35,96.12,1355,3059
24/5/16,96.35,96.12,1355,3059
25/5/16,96.35,96.12,1355,3059
26/5/16,96.35,96.12,1355,3059
27/5/16,96.35,96.12,1355,3059
28/5/16,96.35,96.12,1355,3059
29/5/16,96.35,96.12,1355,3059
30/5/16,96.35,96.12,1355,3059
31/5/16,96.35,96.12,1355,3059
1/6/16,96.85,96.82,1354,3063
2/6/16,96.85,96.82,1354,3063
3/6/16,96.85,96.82,1354,3063
4/6/16,96.85,96.82,1354,3063
5/6/16,96.85,96.82,1354,3063
6/6/16,96.85,96.82,1354,3063
7/6/16,96.85,96.82,1354,3063
8/6/16,96.85,96.82,1354,3063
9/6/16,96.85,96.82,1354,3063
10/6/16,96.85,96.82,1354,3063
11/6/16,96.85,96.82,1354,3063
12/6/16,96.85,96.82,1354,3063
13/6/16,96.85,96.82,1354,3063
14/6/16,96.85,96.82,1354,3063
15/6/16,96.85,96.82,1354,3063
16/6/16,96.85,96.82,1354,3063
17/6/16,96.85,96.82,1354,3063
18/6/16,96.85,96.82,1354,3063
19/6/16,96.85,96.82,1354,3063
20/6/16,96.85,96.82,1354,3063
21/6/16,96.85,96.82,1354,3063
22/6/16,96.85,96.82,1354,3063
23/6/16,96.85,96.82,1354,3063
24/6/16,96.85,96.82,1354,3063
25/6/16,96.85,96.82,1354,3063
26/6/16,96.85,96.82,1354,3063
27/6/16,96.85,96.82,1354,3063
28/6/16,96.85,96.82,1354,3063
29/6/16,96.85,96.82,1354,3063
30/6/16,96.85,96.82,1354,3063
1/7/16,97.9,96.1,1371,3114
2/7/16,97.9,96.1,1371,3114
3/7/16,97.9,96.1,1371,3114
4/7/16,97.9,96.1,1371,3114
5/7/16,97.9,96.1,1371,3114
6/7/16,97.9,96.1,1371,3114
7/7/16,97.9,96.1,1371,3114
8/7/16,97.9,96.1,1371,3114
9/7/16,97.9,96.1,1371,3114
10/7/16,97.9,96.1,1371,3114
11/7/16,97.9,96.1,1371,3114
12/7/16,97.9,96.1,1371,3114
13/7/16,97.9,96.1,1371,3114
14/7/16,97.9,96.1,1371,3114
15/7/16,97.9,96.1,1371,3114
16/7/16,97.9,96.1,1371,3114
17/7/16,97.9,96.1,1371,3114
18/7/16,97.9,96.1,1371,3114
19/7/16,97.9,96.1,1371,3114
20/7/16,97.9,96.1,1371,3114
21/7/16,97.9,96.1,1371,3114
22/7/16,97.9,96.1,1371,3114
23/7/16,97.9,96.1,1371,3114
24/7/16,97.9,96.1,1371,3114
25/7/16,97.9,96.1,1371,3114
26/7/16,97.9,96.1,1371,3114
27/7/16,97.9,96.1,1371,3114
28/7/16,97.9,96.1,1371,3114
29/7/16,97.9,96.1,1371,3114
30/7/16,97.9,96.1,1371,3114
31/7/16,97.9,96.1,1371,3114
1/8/16,96.89,99.29,1371,3098
2/8/16,96.89,99.29,1371,3098
3/8/16,96.89,99.29,1371,3098
4/8/16,96.89,99.29,1371,3098
5/8/16,96.89,99.29,1371,3098
6/8/16,96.89,99.29,1371,3098
7/8/16,96.89,99.29,1371,3098
8/8/16,96.89,99.29,1371,3098
9/8/16,96.89,99.29,1371,3098
10/8/16,96.89,99.29,1371,3098
11/8/16,96.89,99.29,1371,3098
12/8/16,96.89,99.29,1371,3098
13/8/16,96.89,99.29,1371,3098
14/8/16,96.89,99.29,1371,3098
15/8/16,96.89,99.29,1371,3098
16/8/16,96.89,99.29,1371,3098
17/8/16,96.89,99.29,1371,3098
18/8/16,96.89,99.29,1371,3098
19/8/16,96.89,99.29,1371,3098
20/8/16,96.89,99.29,1371,3098
21/8/16,96.89,99.29,1371,3098
22/8/16,96.89,99.29,1371,3098
23/8/16,96.89,99.29,1371,3098
24/8/16,96.89,99.29,1371,3098
25/8/16,96.89,99.29,1371,3098
26/8/16,96.89,99.29,1371,3098
27/8/16,96.89,99.29,1371,3098
28/8/16,96.89,99.29,1371,3098
29/8/16,96.89,99.29,1371,3098
30/8/16,96.89,99.29,1371,3098
31/8/16,96.89,99.29,1371,3098
1/9/16,97.02,97.12,1356,3071
2/9/16,97.02,97.12,1356,3071
3/9/16,97.02,97.12,1356,3071
4/9/16,97.02,97.12,1356,3071
5/9/16,97.02,97.12,1356,3071
6/9/16,97.02,97.12,1356,3071
7/9/16,97.02,97.12,1356,3071
8/9/16,97.02,97.12,1356,3071
9/9/16,97.02,97.12,1356,3071
10/9/16,97.02,97.12,1356,3071
11/9/16,97.02,97.12,1356,3071
12/9/16,97.02,97.12,1356,3071
13/9/16,97.02,97.12,1356,3071
14/9/16,97.02,97.12,1356,3071
15/9/16,97.02,97.12,1356,3071
16/9/16,97.02,97.12,1356,3071
17/9/16,97.02,97.12,1356,3071
18/9/16,97.02,97.12,1356,3071
19/9/16,97.02,97.12,1356,3071
20/9/16,97.02,97.12,1356,3071
21/9/16,97.02,97.12,1356,3071
22/9/16,97.02,97.12,1356,3071
23/9/16,97.02,97.12,1356,3071
24/9/16,97.02,97.12,1356,3071
25/9/16,97.02,97.12,1356,3071
26/9/16,97.02,97.12,1356,3071
27/9/16,97.02,97.12,1356,3071
28/9/16,97.02,97.12,1356,3071
29/9/16,97.02,97.12,1356,3071
30/9/16,97.02,97.12,1356,3071
1/10/16,98.22,95.72,1358,3060
2/10/16,98.22,95.72,1358,3060
3/10/16,98.22,95.72,1358,3060
4/10/16,98.22,95.72,1358,3060
5/10/16,98.22,95.72,1358,3060
6/10/16,98.22,95.72,1358,3060
7/10/16,98.22,95.72,1358,3060
8/10/16,98.22,95.72,1358,3060
9/10/16,98.22,95.72,1358,3060
10/10/16,98.22,95.72,1358,3060
11/10/16,98.22,95.72,1358,3060
12/10/16,98.22,95.72,1358,3060
13/10/16,98.22,95.72,1358,3060
14/10/16,98.22,95.72,1358,3060
15/10/16,98.22,95.72,1358,3060
16/10/16,98.22,95.72,1358,3060
17/10/16,98.22,95.72,1358,3060
18/10/16,98.22,95.72,1358,3060
19/10/16,98.22,95.72,1358,3060
20/10/16,98.22,95.72,1358,3060
21/10/16,98.22,95.72,1358,3060
22/10/16,98.22,95.72,1358,3060
23/10/16,98.22,95.72,1358,3060
24/10/16,98.22,95.72,1358,3060
25/10/16,98.22,95.72,1358,3060
26/10/16,98.22,95.72,1358,3060
27/10/16,98.22,95.72,1358,3060
28/10/16,98.22,95.72,1358,3060
29/10/16,98.22,95.72,1358,3060
30/10/16,98.22,95.72,1358,3060
31/10/16,98.22,95.72,1358,3060
1/11/16,99.42,97.79,1361,3041
2/11/16,99.42,97.79,1361,3041
3/11/16,99.42,97.79,1361,3041
4/11/16,99.42,97.79,1361,3041
5/11/16,99.42,97.79,1361,3041
6/11/16,99.42,97.79,1361,3041
7/11/16,99.42,97.79,1361,3041
8/11/16,99.42,97.79,1361,3041
9/11/16,99.42,97.79,1361,3041
10/11/16,99.42,97.79,1361,3041
11/11/16,99.42,97.79,1361,3041
12/11/16,99.42,97.79,1361,3041
13/11/16,99.42,97.79,1361,3041
14/11/16,99.42,97.79,1361,3041
15/11/16,99.42,97.79,1361,3041
16/11/16,99.42,97.79,1361,3041
17/11/16,99.42,97.79,1361,3041
18/11/16,99.42,97.79,1361,3041
19/11/16,99.42,97.79,1361,3041
20/11/16,99.42,97.79,1361,3041
21/11/16,99.42,97.79,1361,3041
22/11/16,99.42,97.79,1361,3041
23/11/16,99.42,97.79,1361,3041
24/11/16,99.42,97.79,1361,3041
25/11/16,99.42,97.79,1361,3041
26/11/16,99.42,97.79,1361,3041
27/11/16,99.42,97.79,1361,3041
28/11/16,99.42,97.79,1361,3041
29/11/16,99.42,97.79,1361,3041
30/11/16,99.42,97.79,1361,3041
1/12/16,98.3,99.21,1334,2994
2/12/16,98.3,99.21,1334,2994
3/12/16,98.3,99.21,1334,2994
4/12/16,98.3,99.21,1334,2994
5/12/16,98.3,99.21,1334,2994
6/12/16,98.3,99.21,1334,2994
7/12/16,98.3,99.21,1334,2994
8/12/16,98.3,99.21,1334,2994
9/12/16,98.3,99.21,1334,2994
10/12/16,98.3,99.21,1334,2994
11/12/16,98.3,99.21,1334,2994
12/12/16,98.3,99.21,1334,2994
13/12/16,98.3,99.21,1334,2994
14/12/16,98.3,99.21,1334,2994
15/12/16,98.3,99.21,1334,2994
16/12/16,98.3,99.21,1334,2994
17/12/16,98.3,99.21,1334,2994
18/12/16,98.3,99.21,1334,2994
19/12/16,98.3,99.21,1334,2994
20/12/16,98.3,99.21,1334,2994
21/12/16,98.3,99.21,1334,2994
22/12/16,98.3,99.21,1334,2994
23/12/16,98.3,99.21,1334,2994
24/12/16,98.3,99.21,1334,2994
25/12/16,98.3,99.21,1334,2994
26/12/16,98.3,99.21,1334,2994
27/12/16,98.3,99.21,1334,2994
28/12/16,98.3,99.21,1334,2994
29/12/16,98.3,99.21,1334,2994
30/12/16,98.3,99.21,1334,2994
31/12/16,98.3,99.21,1334,2994
1/1/17,97.34,95.01,1358,3067
2/1/17,97.34,95.01,1358,3067
3/1/17,97.34,95.01,1358,3067
4/1/17,97.34,95.01,1358,3067
5/1/17,97.34,95.01,1358,3067
6/1/17,97.34,95.01,1358,3067
7/1/17,97.34,95.01,1358,3067
8/1/17,97.34,95.01,1358,3067
9/1/17,97.34,95.01,1358,3067
10/1/17,97.34,95.01,1358,3067
11/1/17,97.34,95.01,1358,3067
12/1/17,97.34,95.01,1358,3067
13/1/17,97.34,95.01,1358,3067
14/1/17,97.34,95.01,1358,3067
15/1/17,97.34,95.01,1358,3067
16/1/17,97.34,95.01,1358,3067
17/1/17,97.34,95.01,1358,3067
18/1/17,97.34,95.01,1358,3067
19/1/17,97.34,95.01,1358,3067
20/1/17,97.34,95.01,1358,3067
21/1/17,97.34,95.01,1358,3067
22/1/17,97.34,95.01,1358,3067
23/1/17,97.34,95.01,1358,3067
24/1/17,97.34,95.01,1358,3067
25/1/17,97.34,95.01,1358,3067
26/1/17,97.34,95.01,1358,3067
27/1/17,97.34,95.01,1358,3067
28/1/17,97.34,95.01,1358,3067
29/1/17,97.34,95.01,1358,3067
30/1/17,97.34,95.01,1358,3067
31/1/17,97.34,95.01,1358,3067
1/2/17,97.49,96.68,1354,3058
2/2/17,97.49,96.68,1354,3058
3/2/17,97.49,96.68,1354,3058
4/2/17,97.49,96.68,1354,3058
5/2/17,97.49,96.68,1354,3058
6/2/17,97.49,96.68,1354,3058
7/2/17,97.49,96.68,1354,3058
8/2/17,97.49,96.68,1354,3058
9/2/17,97.49,96.68,1354,3058
10/2/17,97.49,96.68,1354,3058
11/2/17,97.49,96.68,1354,3058
12/2/17,97.49,96.68,1354,3058
13/2/17,97.49,96.68,1354,3058
14/2/17,97.49,96.68,1354,3058
15/2/17,97.49,96.68,1354,3058
16/2/17,97.49,96.68,1354,3058
17/2/17,97.49,96.68,1354,3058
18/2/17,97.49,96.68,1354,3058
19/2/17,97.49,96.68,1354,3058
20/2/17,97.49,96.68,1354,3058
21/2/17,97.49,96.68,1354,3058
22/2/17,97.49,96.68,1354,3058
23/2/17,97.49,96.68,1354,3058
24/2/17,97.49,96.68,1354,3058
25/2/17,97.49,96.68,1354,3058
26/2/17,97.49,96.68,1354,3058
27/2/17,97.49,96.68,1354,3058
28/2/17,97.49,96.68,1354,3058
1/3/17,96.84,98.65,1339,3029
2/3/17,96.84,98.65,1339,3029
3/3/17,96.84,98.65,1339,3029
4/3/17,96.84,98.65,1339,3029
5/3/17,96.84,98.65,1339,3029
6/3/17,96.84,98.65,1339,3029
7/3/17,96.84,98.65,1339,3029
8/3/17,96.84,98.65,1339,3029
9/3/17,96.84,98.65,1339,3029
10/3/17,96.84,98.65,1339,3029
11/3/17,96.84,98.65,1339,3029
12/3/17,96.84,98.65,1339,3029
13/3/17,96.84,98.65,1339,3029
14/3/17,96.84,98.65,1339,3029
15/3/17,96.84,98.65,1339,3029
16/3/17,96.84,98.65,1339,3029
17/3/17,96.84,98.65,1339,3029
18/3/17,96.84,98.65,1339,3029
19/3/17,96.84,98.65,1339,3029
20/3/17,96.84,98.65,1339,3029
21/3/17,96.84,98.65,1339,3029
22/3/17,96.84,98.65,1339,3029
23/3/17,96.84,98.65,1339,3029
24/3/17,96.84,98.65,1339,3029
25/3/17,96.84,98.65,1339,3029
26/3/17,96.84,98.65,1339,3029
27/3/17,96.84,98.65,1339,3029
28/3/17,96.84,98.65,1339,3029
29/3/17,96.84,98.65,1339,3029
30/3/17,96.84,98.65,1339,3029
31/3/17,96.84,98.65,1339,3029
1/4/17,96.66,96.3,1340,3047
2/4/17,96.66,96.3,1340,3047
3/4/17,96.66,96.3,1340,3047
4/4/17,96.66,96.3,1340,3047
5/4/17,96.66,96.3,1340,3047
6/4/17,96.66,96.3,1340,3047
7/4/17,96.66,96.3,1340,3047
8/4/17,96.66,96.3,1340,3047
9/4/17,96.66,96.3,1340,3047
10/4/17,96.66,96.3,1340,3047
11/4/17,96.66,96.3,1340,3047
12/4/17,96.66,96.3,1340,3047
13/4/17,96.66,96.3,1340,3047
14/4/17,96.66,96.3,1340,3047
15/4/17,96.66,96.3,1340,3047
16/4/17,96.66,96.3,1340,3047
17/4/17,96.66,96.3,1340,3047
18/4/17,96.66,96.3,1340,3047
19/4/17,96.66,96.3,1340,3047
20/4/17,96.66,96.3,1340,3047
21/4/17,96.66,96.3,1340,3047
22/4/17,96.66,96.3,1340,3047
23/4/17,96.66,96.3,1340,3047
24/4/17,96.66,96.3,1340,3047
25/4/17,96.66,96.3,1340,3047
26/4/17,96.66,96.3,1340,3047
27/4/17,96.66,96.3,1340,3047
28/4/17,96.66,96.3,1340,3047
29/4/17,96.66,96.3,1340,3047
30/4/17,96.66,96.3,1340,3047
1/5/17,97.61,98.83,1349,3049
